"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
"Total","2017","2017","67 years","67",,,48644,3361747,1447.0
,"2017","2017","68 years","68","Female","F",21697,1723919,1258.6
,"2017","2017","68 years","68","Male","M",29696,1527330,1944.3
"Total","2017","2017","68 years","68",,,51393,3251249,1580.7
,"2017","2017","69 years","69","Female","F",23515,1700425,1382.9
,"2017","2017","69 years","69","Male","M",31522,1503913,2096.0
"Total","2017","2017","69 years","69",,,55037,3204338,1717.6
,"2017","2017","70 years","70","Female","F",25874,1765955,1465.2
,"2017","2017","70 years","70","Male","M",34188,1558707,2193.4
"Total","2017","2017","70 years","70",,,60062,3324662,1806.6
,"2017","2017","71 years","71","Female","F",21865,1307666,1672.1
,"2017","2017","71 years","71","Male","M",28792,1136177,2534.1
"Total","2017","2017","71 years","71",,,50657,2443843,2072.8
,"2017","2017","72 years","72","Female","F",23530,1290521,1823.3
,"2017","2017","72 years","72","Male","M",29455,1108765,2656.6
"Total","2017","2017","72 years","72",,,52985,2399286,2208.4
,"2017","2017","73 years","73","Female","F",25389,1255382,2022.4
,"2017","2017","73 years","73","Male","M",31658,1066091,2969.5
"Total","2017","2017","73 years","73",,,57047,2321473,2457.4
,"2017","2017","74 years","74","Female","F",28192,1280269,2202.0
,"2017","2017","74 years","74","Male","M",34580,1077532,3209.2
"Total","2017","2017","74 years","74",,,62772,2357801,2662.3
,"2017","2017","75 years","75","Female","F",27378,1115294,2454.8
,"2017","2017","75 years","75","Male","M",32363,923942,3502.7
"Total","2017","2017","75 years","75",,,59741,2039236,2929.6
,"2017","2017","76 years","76","Female","F",27440,1019726,2690.9
,"2017","2017","76 years","76","Male","M",31884,827432,3853.4
"Total","2017","2017","76 years","76",,,59324,1847158,3211.6
,"2017","2017","77 years","77","Female","F",28187,959502,2937.7
,"2017","2017","77 years","77","Male","M",32283,769612,4194.7
"Total","2017","2017","77 years","77",,,60470,1729114,3497.2
,"2017","2017","78 years","78","Female","F",29753,894185,3327.4
,"2017","2017","78 years","78","Male","M",32945,713055,4620.3
"Total","2017","2017","78 years","78",,,62698,1607240,3901.0
,"2017","2017","79 years","79","Female","F",31235,853738,3658.6
,"2017","2017","79 years","79","Male","M",34030,664775,5119.0
"Total","2017","2017","79 years","79",,,65265,1518513,4298.0
,"2017","2017","80 years","80","Female","F",32267,782413,4124.0
,"2017","2017","80 years","80","Male","M",33752,596081,5662.3
"Total","2017","2017","80 years","80",,,66019,1378494,4789.2
,"2017","2017","81 years","81","Female","F",33792,741699,4556.0
,"2017","2017","81 years","81","Male","M",34438,552132,6237.3
"Total","2017","2017","81 years","81",,,68230,1293831,5273.5
,"2017","2017","82 years","82","Female","F",35949,706475,5088.5
,"2017","2017","82 years","82","Male","M",35325,510165,6924.2
"Total","2017","2017","82 years","82",,,71274,1216640,5858.3
,"2017","2017","83 years","83","Female","F",36345,626409,5802.1
,"2017","2017","83 years","83","Male","M",34510,441701,7813.0
"Total","2017","2017","83 years","83",,,70855,1068110,6633.7
,"2017","2017","84 years","84","Female","F",38742,599235,6465.2
,"2017","2017","84 years","84","Male","M",35141,408980,8592.4
"Total","2017","2017","84 years","84",,,73883,1008215,7328.1
,"2017","2017","85 years","85","Female","F",40257,Not Applicable,Not Applicable
,"2017","2017","85 years","85","Male","M",35384,Not Applicable,Not Applicable
"Total","2017","2017","85 years","85",,,75641,Not Applicable,Not Applicable
,"2017","2017","86 years","86","Female","F",42520,Not Applicable,Not Applicable
,"2017","2017","86 years","86","Male","M",35686,Not Applicable,Not Applicable
"Total","2017","2017","86 years","86",,,78206,Not Applicable,Not Applicable
,"2017","2017","87 years","87","Female","F",44273,Not Applicable,Not Applicable
,"2017","2017","87 years","87","Male","M",35162,Not Applicable,Not Applicable
"Total","2017","2017","87 years","87",,,79435,Not Applicable,Not Applicable
,"2017","2017","88 years","88","Female","F",44242,Not Applicable,Not Applicable
,"2017","2017","88 years","88","Male","M",33508,Not Applicable,Not Applicable
"Total","2017","2017","88 years","88",,,77750,Not Applicable,Not Applicable
,"2017","2017","89 years","89","Female","F",44878,Not Applicable,Not Applicable
,"2017","2017","89 years","89","Male","M",32211,Not Applicable,Not Applicable
"Total","2017","2017","89 years","89",,,77089,Not Applicable,Not Applicable
,"2017","2017","90 years","90","Female","F",45156,Not Applicable,Not Applicable
,"2017","2017","90 years","90","Male","M",29853,Not Applicable,Not Applicable
"Total","2017","2017","90 years","90",,,75009,Not Applicable,Not Applicable
,"2017","2017","91 years","91","Female","F",43444,Not Applicable,Not Applicable
,"2017","2017","91 years","91","Male","M",26409,Not Applicable,Not Applicable
"Total","2017","2017","91 years","91",,,69853,Not Applicable,Not Applicable
,"2017","2017","92 years","92","Female","F",41763,Not Applicable,Not Applicable
,"2017","2017","92 years","92","Male","M",24090,Not Applicable,Not Applicable
"Total","2017","2017","92 years","92",,,65853,Not Applicable,Not Applicable
,"2017","2017","93 years","93","Female","F",37919,Not Applicable,Not Applicable
,"2017","2017","93 years","93","Male","M",20246,Not Applicable,Not Applicable
"Total","2017","2017","93 years","93",,,58165,Not Applicable,Not Applicable
,"2017","2017","94 years","94","Female","F",33888,Not Applicable,Not Applicable
,"2017","2017","94 years","94","Male","M",16675,Not Applicable,Not Applicable
"Total","2017","2017","94 years","94",,,50563,Not Applicable,Not Applicable
,"2017","2017","95 years","95","Female","F",30096,Not Applicable,Not Applicable
,"2017","2017","95 years","95","Male","M",13694,Not Applicable,Not Applicable
"Total","2017","2017","95 years","95",,,43790,Not Applicable,Not Applicable
,"2017","2017","96 years","96","Female","F",24926,Not Applicable,Not Applicable
,"2017","2017","96 years","96","Male","M",10480,Not Applicable,Not Applicable
"Total","2017","2017","96 years","96",,,35406,Not Applicable,Not Applicable
,"2017","2017","97 years","97","Female","F",19849,Not Applicable,Not Applicable
,"2017","2017","97 years","97","Male","M",7532,Not Applicable,Not Applicable
"Total","2017","2017","97 years","97",,,27381,Not Applicable,Not Applicable
,"2017","2017","98 years","98","Female","F",14709,Not Applicable,Not Applicable
,"2017","2017","98 years","98","Male","M",4971,Not Applicable,Not Applicable
"Total","2017","2017","98 years","98",,,19680,Not Applicable,Not Applicable
,"2017","2017","99 years","99","Female","F",11323,Not Applicable,Not Applicable
,"2017","2017","99 years","99","Male","M",3528,Not Applicable,Not Applicable
"Total","2017","2017","99 years","99",,,14851,Not Applicable,Not Applicable
,"2017","2017","100+ years","100","Female","F",23926,Not Applicable,Not Applicable
,"2017","2017","100+ years","100","Male","M",5437,Not Applicable,Not Applicable
"Total","2017","2017","100+ years","100",,,29363,Not Applicable,Not Applicable
,"2017","2017","Not Stated","NS","Female","F",38,Not Applicable,Not Applicable
,"2017","2017","Not Stated","NS","Male","M",91,Not Applicable,Not Applicable
"Total","2017","2017","Not Stated","NS",,,129,Not Applicable,Not Applicable
"Total","2017","2017",,,,,2813503,325719178,863.8
,"2018","2018","< 1 year","0","Female","F",9399,1879703,500.0
,"2018","2018","< 1 year","0","Male","M",12068,1968505,613.1
"Total","2018","2018","< 1 year","0",,,21467,3848208,557.8
,"2018","2018","1 year","1","Female","F",617,1911513,32.3
,"2018","2018","1 year","1","Male","M",831,2001387,41.5
"Total","2018","2018","1 year","1",,,1448,3912900,37.0
,"2018","2018","2 years","2","Female","F",435,1951366,22.3
,"2018","2018","2 years","2","Male","M",612,2040071,30.0
"Total","2018","2018","2 years","2",,,1047,3991437,26.2
,"2018","2018","3 years","3","Female","F",291,1972327,14.8
,"2018","2018","3 years","3","Male","M",454,2064235,22.0
"Total","2018","2018","3 years","3",,,745,4036562,18.5
,"2018","2018","4 years","4","Female","F",244,1963164,12.4
,"2018","2018","4 years","4","Male","M",346,2058004,16.8
"Total","2018","2018","4 years","4",,,590,4021168,14.7
,"2018","2018","5 years","5","Female","F",230,1960607,11.7
,"2018","2018","5 years","5","Male","M",294,2049511,14.3
"Total","2018","2018","5 years","5",,,524,4010118,13.1
,"2018","2018","6 years","6","Female","F",212,1963030,10.8
,"2018","2018","6 years","6","Male","M",248,2052229,12.1
"Total","2018","2018","6 years","6",,,460,4015259,11.5
,"2018","2018","7 years","7","Female","F",176,1983207,8.9
,"2018","2018","7 years","7","Male","M",243,2076156,11.7
"Total","2018","2018","7 years","7",,,419,4059363,10.3
,"2018","2018","8 years","8","Female","F",221,1986003,11.1
,"2018","2018","8 years","8","Male","M",236,2069621,11.4
"Total","2018","2018","8 years","8",,,457,4055624,11.3
,"2018","2018","9 years","9","Female","F",205,1986805,10.3
,"2018","2018","9 years","9","Male","M",265,2068473,12.8
"Total","2018","2018","9 years","9",,,470,4055278,11.6
,"2018","2018","10 years","10","Female","F",222,2049181,10.8
,"2018","2018","10 years","10","Male","M",249,2134896,11.7
"Total","2018","2018","10 years","10",,,471,4184077,11.3
,"2018","2018","11 years","11","Female","F",247,2056222,12.0
,"2018","2018","11 years","11","Male","M",247,2146785,11.5
"Total","2018","2018","11 years","11",,,494,4203007,11.8
,"2018","2018","12 years","12","Female","F",252,2038862,12.4
,"2018","2018","12 years","12","Male","M",337,2129623,15.8
"Total","2018","2018","12 years","12",,,589,4168485,14.1
,"2018","2018","13 years","13","Female","F",283,2034962,13.9
,"2018","2018","13 years","13","Male","M",393,2121925,18.5
"Total","2018","2018","13 years","13",,,676,4156887,16.3
,"2018","2018","14 years","14","Female","F",321,2041460,15.7
,"2018","2018","14 years","14","Male","M",569,2125611,26.8
"Total","2018","2018","14 years","14",,,890,4167071,21.4
,"2018","2018","15 years","15","Female","F",397,2029592,19.6
,"2018","2018","15 years","15","Male","M",789,2111626,37.4
"Total","2018","2018","15 years","15",,,1186,4141218,28.6
,"2018","2018","16 years","16","Female","F",472,2023998,23.3
,"2018","2018","16 years","16","Male","M",1021,2106746,48.5
"Total","2018","2018","16 years","16",,,1493,4130744,36.1
,"2018","2018","17 years","17","Female","F",594,2076491,28.6
,"2018","2018","17 years","17","Male","M",1434,2165445,66.2
"Total","2018","2018","17 years","17",,,2028,4241936,47.8
,"2018","2018","18 years","18","Female","F",730,2109928,34.6
,"2018","2018","18 years","18","Male","M",1971,2209794,89.2
"Total","2018","2018","18 years","18",,,2701,4319722,62.5
,"2018","2018","19 years","19","Female","F",807,2082304,38.8
,"2018","2018","19 years","19","Male","M",2165,2181297,99.3
"Total","2018","2018","19 years","19",,,2972,4263601,69.7
,"2018","2018","20 years","20","Female","F",890,2087209,42.6
,"2018","2018","20 years","20","Male","M",2383,2186613,109.0
"Total","2018","2018","20 years","20",,,3273,4273822,76.6
,"2018","2018","21 years","21","Female","F",946,2098900,45.1
,"2018","2018","21 years","21","Male","M",2775,2193614,126.5
"Total","2018","2018","21 years","21",,,3721,4292514,86.7
,"2018","2018","22 years","22","Female","F",1010,2115157,47.8
,"2018","2018","22 years","22","Male","M",2950,2219586,132.9
"Total","2018","2018","22 years","22",,,3960,4334743,91.4
,"2018","2018","23 years","23","Female","F",1110,2162394,51.3
,"2018","2018","23 years","23","Male","M",3142,2276330,138.0
"Total","2018","2018","23 years","23",,,4252,4438724,95.8
,"2018","2018","24 years","24","Female","F",1190,2208372,53.9
,"2018","2018","24 years","24","Male","M",3378,2325404,145.3
"Total","2018","2018","24 years","24",,,4568,4533776,100.8
,"2018","2018","25 years","25","Female","F",1298,2240559,57.9
,"2018","2018","25 years","25","Male","M",3546,2365722,149.9
"Total","2018","2018","25 years","25",,,4844,4606281,105.2
,"2018","2018","26 years","26","Female","F",1458,2307677,63.2
,"2018","2018","26 years","26","Male","M",3772,2421037,155.8
"Total","2018","2018","26 years","26",,,5230,4728714,110.6
,"2018","2018","27 years","27","Female","F",1582,2362325,67.0
,"2018","2018","27 years","27","Male","M",4117,2451655,167.9
"Total","2018","2018","27 years","27",,,5699,4813980,118.4
,"2018","2018","28 years","28","Female","F",1687,2362288,71.4
,"2018","2018","28 years","28","Male","M",4142,2439423,169.8
"Total","2018","2018","28 years","28",,,5829,4801711,121.4
,"2018","2018","29 years","29","Female","F",1807,2270069,79.6
,"2018","2018","29 years","29","Male","M",4052,2341001,173.1
"Total","2018","2018","29 years","29",,,5859,4611070,127.1
,"2018","2018","30 years","30","Female","F",1902,2218983,85.7
,"2018","2018","30 years","30","Male","M",4198,2282299,183.9
"Total","2018","2018","30 years","30",,,6100,4501282,135.5
,"2018","2018","31 years","31","Female","F",1870,2180487,85.8
,"2018","2018","31 years","31","Male","M",4089,2241062,182.5
"Total","2018","2018","31 years","31",,,5959,4421549,134.8
,"2018","2018","32 years","32","Female","F",2064,2188295,94.3
,"2018","2018","32 years","32","Male","M",4235,2245454,188.6
"Total","2018","2018","32 years","32",,,6299,4433749,142.1
,"2018","2018","33 years","33","Female","F",2140,2209229,96.9
,"2018","2018","33 years","33","Male","M",4338,2252017,192.6
"Total","2018","2018","33 years","33",,,6478,4461246,145.2
,"2018","2018","34 years","34","Female","F",2172,2147153,101.2
,"2018","2018","34 years","34","Male","M",4375,2171039,201.5
"Total","2018","2018","34 years","34",,,6547,4318192,151.6
,"2018","2018","35 years","35","Female","F",2393,2180901,109.7
,"2018","2018","35 years","35","Male","M",4697,2195500,213.9
"Total","2018","2018","35 years","35",,,7090,4376401,162.0
,"2018","2018","36 years","36","Female","F",2509,2181088,115.0
,"2018","2018","36 years","36","Male","M",4696,2185835,214.8
"Total","2018","2018","36 years","36",,,7205,4366923,165.0
,"2018","2018","37 years","37","Female","F",2584,2158541,119.7
,"2018","2018","37 years","37","Male","M",4879,2154545,226.5
"Total","2018","2018","37 years","37",,,7463,4313086,173.0
,"2018","2018","38 years","38","Female","F",2711,2190232,123.8
,"2018","2018","38 years","38","Male","M",5124,2201174,232.8
"Total","2018","2018","38 years","38",,,7835,4391406,178.4
,"2018","2018","39 years","39","Female","F",2897,2062635,140.5
,"2018","2018","39 years","39","Male","M",5127,2053136,249.7
"Total","2018","2018","39 years","39",,,8024,4115771,195.0
,"2018","2018","40 years","40","Female","F",2867,2022766,141.7
,"2018","2018","40 years","40","Male","M",5040,2008548,250.9
"Total","2018","2018","40 years","40",,,7907,4031314,196.1
,"2018","2018","41 years","41","Female","F",2987,2006441,148.9
,"2018","2018","41 years","41","Male","M",5198,1979715,262.6
"Total","2018","2018","41 years","41",,,8185,3986156,205.3
,"2018","2018","42 years","42","Female","F",3097,1945641,159.2
,"2018","2018","42 years","42","Male","M",5196,1920426,270.6
"Total","2018","2018","42 years","42",,,8293,3866067,214.5
,"2018","2018","43 years","43","Female","F",3413,1999241,170.7
,"2018","2018","43 years","43","Male","M",5489,1980368,277.2
"Total","2018","2018","43 years","43",,,8902,3979609,223.7
,"2018","2018","44 years","44","Female","F",3546,1942802,182.5
,"2018","2018","44 years","44","Male","M",5930,1908353,310.7
"Total","2018","2018","44 years","44",,,9476,3851155,246.1
,"2018","2018","45 years","45","Female","F",4032,1975992,204.0
,"2018","2018","45 years","45","Male","M",6477,1928049,335.9
"Total","2018","2018","45 years","45",,,10509,3904041,269.2
,"2018","2018","46 years","46","Female","F",4615,2059393,224.1
,"2018","2018","46 years","46","Male","M",7310,2015066,362.8
"Total","2018","2018","46 years","46",,,11925,4074459,292.7
,"2018","2018","47 years","47","Female","F",5077,2175691,233.4
,"2018","2018","47 years","47","Male","M",8172,2125627,384.5
"Total","2018","2018","47 years","47",,,13249,4301318,308.0
,"2018","2018","48 years","48","Female","F",5463,2192223,249.2
,"2018","2018","48 years","48","Male","M",8719,2157491,404.1
"Total","2018","2018","48 years","48",,,14182,4349714,326.0
,"2018","2018","49 years","49","Female","F",5717,2079841,274.9
,"2018","2018","49 years","49","Male","M",9291,2037762,455.9
